location_id,latitude,longitude,route_segment,n_chargers_proposed,grid_status,data_quality,daily_sessions_p80,daily_sessions_avg,utilization_pct,util_peak_hour_pct,chargers_floor,chargers_demand_p80,chargers_peak_hr,cost_eur,fin_revenue_yr,fin_ebitda_yr,fin_ebitda_margin,fin_net_capex,fin_payback_yrs,fin_npv_10yr,is_tent
IBE_001,40.57308,-3.240925,A-2,5,Sufficient,measured,150,131,53.3,79.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,True
IBE_002,40.846426,-2.871971,A-2,5,Sufficient,measured,150,131,53.3,79.0,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,True
IBE_003,40.798179,-2.655168,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_004,41.040243,-2.444286,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_005,41.258052,-1.688781,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_006,41.401789,-1.541575,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_007,41.589026,-1.087176,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_008,41.569849,-0.648856,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,True
IBE_009,41.517383,-0.083468,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_010,41.519389,0.456923,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_011,41.641292,0.883123,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_012,41.561852,1.230453,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,True
IBE_013,41.473692,1.659009,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_014,41.399381,1.982382,A-2,5,Congested,unknown,150,131,53.3,79.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_015,40.193142,-3.301801,A-3,4,Moderate,measured,166,137,73.7,109.3,2,3,5,157000,213394,71328,33.4,109900,1.5,391078,True
IBE_016,40.006951,-2.968357,A-3,5,Congested,unknown,166,137,58.9,87.5,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_017,39.850112,-2.4879,A-3,5,Congested,unknown,166,137,58.9,87.5,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_018,39.989677,-2.110963,A-3,5,Sufficient,measured,166,137,58.9,87.5,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,True
IBE_019,39.718535,-1.7978,A-3,5,Sufficient,measured,166,137,58.9,87.5,2,3,5,250000,266742,92070,34.5,175000,1.9,471661,True
IBE_020,39.526976,-1.448125,A-3,5,Sufficient,measured,166,137,58.9,87.5,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,True
IBE_021,39.461159,-0.96883,A-3,5,Sufficient,measured,166,137,58.9,87.5,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,True
IBE_022,39.472142,-0.663105,A-3,5,Congested,measured,166,137,58.9,87.5,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_023,40.102486,-3.848275,A-4,5,Congested,measured,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_024,39.807779,-3.971844,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_025,39.550159,-3.738688,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,370000,266742,92070,34.5,259000,2.8,387661,True
IBE_026,39.277112,-3.521558,A-4,5,Sufficient,measured,162,137,57.5,85.3,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,True
IBE_027,39.123138,-3.892408,A-4,4,Moderate,measured,162,137,71.9,106.7,2,3,5,157000,213394,71328,33.4,109900,1.5,391078,True
IBE_028,38.73317,-4.065275,A-4,5,Moderate,measured,162,137,57.5,85.3,2,3,5,185000,266742,92070,34.5,129500,1.4,517161,True
IBE_029,38.343047,-3.543966,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_030,38.092598,-3.838269,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_031,37.996426,-4.335973,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_032,37.886585,-4.763909,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_033,37.697876,-5.115053,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_034,37.524007,-5.306606,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_035,37.431837,-5.839116,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_036,37.127571,-5.925977,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_037,36.797737,-6.058119,A-4,5,Congested,unknown,162,137,57.5,85.3,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,True
IBE_038,40.649276,-4.07103,A-6,3,Congested,measured,92,77,54.4,80.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_039,40.72503,-4.265124,A-6,3,Congested,measured,92,77,54.4,80.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_040,40.981621,-4.250164,A-6,3,Moderate,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_041,41.204354,-4.629356,A-6,3,Congested,measured,92,77,54.4,80.8,2,2,3,314000,160045,50586,31.6,219800,4.3,135495,True
IBE_042,41.479097,-4.959135,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_043,41.503082,-5.468049,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,True
IBE_044,41.641815,-5.792453,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_045,41.987228,-5.633901,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_046,42.396233,-5.595422,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_047,42.623427,-5.741687,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_048,42.849217,-5.994219,A-6,3,Congested,measured,92,77,54.4,80.8,2,2,3,314000,160045,50586,31.6,219800,4.3,135495,True
IBE_049,42.629796,-6.169868,A-6,3,Congested,measured,92,77,54.4,80.8,2,2,3,314000,160045,50586,31.6,219800,4.3,135495,True
IBE_050,42.564691,-6.644133,A-6,3,Congested,measured,92,77,54.4,80.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_051,42.572037,-7.042663,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_052,42.492638,-7.209085,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_053,42.447092,-7.584901,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,True
IBE_054,42.619208,-7.805595,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_055,42.920584,-8.021155,A-6,3,Congested,measured,92,77,54.4,80.8,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_056,43.204268,-8.177816,A-6,3,Sufficient,measured,92,77,54.4,80.8,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_057,40.593365,-6.614326,A-62,3,Sufficient,measured,98,83,58.0,86.0,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,True
IBE_058,40.809063,-6.162469,A-62,3,Sufficient,measured,98,83,58.0,86.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_059,40.885394,-5.9562,A-62,3,Sufficient,measured,98,83,58.0,86.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_060,41.072502,-5.521517,A-62,3,Sufficient,measured,98,83,58.0,86.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_061,41.316402,-5.218363,A-62,3,Sufficient,measured,98,83,58.0,86.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_062,41.477302,-5.049658,A-62,3,Sufficient,measured,98,83,58.0,86.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_063,41.755032,-4.6375,A-62,3,Sufficient,measured,98,83,58.0,86.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_064,42.056176,-4.238828,A-62,3,Congested,measured,98,83,58.0,86.0,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_065,42.304774,-3.774991,A-62,3,Congested,measured,98,83,58.0,86.0,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_066,36.421358,-5.2175,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_067,36.504016,-4.733333,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_068,36.740296,-4.385792,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_069,36.766506,-3.875544,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_070,36.710027,-3.408672,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_071,36.756764,-2.916535,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_072,36.892956,-2.444307,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_073,37.046456,-2.039503,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,426000,373439,133554,35.8,298200,2.2,639827,True
IBE_074,37.384743,-1.958327,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_075,37.698289,-1.648871,A-7,7,Sufficient,measured,212,179,53.8,79.8,2,4,7,241000,373439,133554,35.8,168700,1.3,769327,True
IBE_076,37.912758,-1.310194,A-7,7,Sufficient,measured,212,179,53.8,79.8,2,4,7,241000,373439,133554,35.8,168700,1.3,769327,True
IBE_077,38.270023,-1.323756,A-7,7,Sufficient,measured,212,179,53.8,79.8,2,4,7,241000,373439,133554,35.8,168700,1.3,769327,True
IBE_078,38.619671,-1.040901,A-7,7,Sufficient,measured,212,179,53.8,79.8,2,4,7,241000,373439,133554,35.8,168700,1.3,769327,True
IBE_079,38.908475,-0.696739,A-7,7,Sufficient,measured,212,179,53.8,79.8,2,4,7,241000,373439,133554,35.8,168700,1.3,769327,True
IBE_080,39.278914,-0.459898,A-7,7,Sufficient,measured,212,179,53.8,79.8,2,4,7,241000,373439,133554,35.8,168700,1.3,769327,True
IBE_081,39.496145,-0.531308,A-7,7,Congested,measured,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_082,39.807626,-0.159689,A-7,7,Congested,measured,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_083,40.121522,0.133257,A-7,7,Congested,measured,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_084,40.481878,0.417929,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_085,40.831908,0.738689,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_086,41.119958,1.146152,A-7,7,Congested,unknown,212,179,53.8,79.8,2,4,7,361000,373439,133554,35.8,252700,1.9,685327,True
IBE_087,43.334773,-3.315166,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_088,43.415169,-3.57692,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_089,43.405344,-3.823092,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_090,43.398026,-4.168797,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_091,43.378783,-4.641796,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_092,43.363429,-5.035472,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,342000,213394,71328,33.4,239400,3.4,261578,True
IBE_093,43.357099,-5.448488,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_094,43.376719,-5.984087,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_095,43.37251,-6.366154,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_096,43.546895,-6.8705,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_097,43.333791,-7.08228,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,342000,213394,71328,33.4,239400,3.4,261578,True
IBE_098,43.362752,-7.452584,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_099,43.053639,-7.689526,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,342000,213394,71328,33.4,239400,3.4,261578,True
IBE_100,42.967354,-8.142968,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_101,43.035393,-8.393847,A-8,4,Congested,measured,121,103,53.7,79.7,2,3,4,277000,213394,71328,33.4,193900,2.7,307078,True
IBE_102,42.491383,-3.37743,AP-1,3,Congested,measured,74,62,43.8,65.0,2,2,3,314000,160045,50586,31.6,219800,4.3,135495,True
IBE_103,42.679985,-3.012275,AP-1,3,Moderate,measured,74,62,43.8,65.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_104,42.804891,-2.808541,AP-1,3,Moderate,measured,74,62,43.8,65.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_105,43.098121,-2.433499,AP-1,3,Sufficient,measured,74,62,43.8,65.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_106,43.2853,-2.22524,AP-1,3,Sufficient,measured,74,62,43.8,65.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_107,43.329731,-1.802575,AP-1,3,Sufficient,measured,74,62,43.8,65.0,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_108,42.940563,-2.76643,AP-68,3,Moderate,measured,81,70,47.9,71.1,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_109,42.447244,-2.336596,AP-68,3,Moderate,measured,81,70,47.9,71.1,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_110,42.1468,-2.096855,AP-68,3,Sufficient,measured,81,70,47.9,71.1,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,True
IBE_111,42.064985,-1.667979,AP-68,3,Sufficient,measured,81,70,47.9,71.1,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_112,41.819111,-1.285104,AP-68,3,Congested,unknown,81,70,47.9,71.1,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_113,36.433139,-5.161826,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_114,36.720053,-4.412436,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_115,36.751083,-3.960134,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_116,36.738993,-3.486567,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_117,36.751803,-3.157635,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_118,36.812746,-2.641229,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_119,36.9042,-2.212742,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_120,37.196792,-1.911749,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_121,37.415615,-1.696202,AP-7,3,Sufficient,measured,78,66,46.2,68.5,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,True
IBE_122,37.605887,-1.471337,AP-7,3,Sufficient,measured,78,66,46.2,68.5,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,True
IBE_123,37.811099,-1.211732,AP-7,3,Sufficient,measured,78,66,46.2,68.5,2,2,3,194000,160045,50586,31.6,135800,2.7,219495,True
IBE_124,38.064118,-1.107399,AP-7,3,Congested,measured,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_125,38.300224,-0.65012,AP-7,3,Congested,measured,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_126,38.525714,-0.25089,AP-7,3,Sufficient,measured,78,66,46.2,68.5,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_127,38.724655,0.062568,AP-7,3,Sufficient,measured,78,66,46.2,68.5,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_128,38.925363,-0.165033,AP-7,3,Moderate,measured,78,66,46.2,68.5,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_129,39.29108,-0.402687,AP-7,3,Sufficient,measured,78,66,46.2,68.5,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,True
IBE_130,39.661695,-0.305071,AP-7,3,Congested,measured,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_131,39.98322,-0.088072,AP-7,3,Congested,measured,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_132,40.270008,0.236153,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_133,40.497595,0.464049,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_134,40.814363,0.708215,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_135,41.100678,1.107423,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_136,41.209265,1.585022,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_137,41.286574,1.999499,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_138,41.584414,2.299046,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_139,41.769364,2.694706,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_140,42.078843,2.889763,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_141,42.327615,3.08929,AP-7,3,Congested,unknown,78,66,46.2,68.5,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,True
IBE_142,40.745478,-3.57212,A-1,6,Sufficient,measured,172,150,50.9,75.5,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_143,40.873508,-3.601984,A-1,6,Sufficient,measured,172,150,50.9,75.5,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_144,41.131126,-3.583895,A-1,6,Congested,measured,172,150,50.9,75.5,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_145,41.44781,-3.678215,A-1,6,Congested,measured,172,150,50.9,75.5,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_146,41.629585,-3.686962,A-1,6,Congested,measured,172,150,50.9,75.5,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_147,42.017906,-3.757194,A-1,6,Congested,measured,172,150,50.9,75.5,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_148,42.338825,-3.611723,A-1,6,Congested,measured,172,150,50.9,75.5,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_149,42.637897,-3.215517,A-1,6,Congested,measured,172,150,50.9,75.5,2,4,6,333000,320090,112812,35.2,233100,2.1,559244,False
IBE_150,42.783056,-2.823548,A-1,6,Moderate,measured,172,150,50.9,75.5,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_151,42.863879,-2.325762,A-1,6,Moderate,measured,172,150,50.9,75.5,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_152,43.093024,-2.121132,A-1,6,Sufficient,measured,172,150,50.9,75.5,2,4,6,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_153,42.923371,-2.002916,A-10,6,Moderate,measured,244,206,72.2,107.1,2,5,8,213000,320090,112812,35.2,149100,1.3,643244,False
IBE_154,41.61483,-4.18787,A-11,5,Congested,measured,142,120,50.4,74.8,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_155,41.63833,-3.63285,A-11,5,Congested,measured,142,120,50.4,74.8,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_156,41.58782,-3.07175,A-11,5,Congested,unknown,142,120,50.4,74.8,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_157,42.416757,-2.666545,A-12,4,Moderate,measured,110,92,48.8,72.4,2,2,4,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_158,42.475605,-2.338393,A-12,4,Moderate,measured,110,92,48.8,72.4,2,2,4,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_159,42.677617,-1.897486,A-12,4,Moderate,measured,110,92,48.8,72.4,2,2,4,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_160,42.678193,-1.456743,A-12,4,Moderate,measured,110,92,48.8,72.4,2,2,4,157000,213394,71328,33.4,109900,1.5,391078,False
IBE_161,41.162318,-2.417244,A-15,2,Congested,unknown,58,49,51.5,76.4,2,2,2,221000,106697,29844,28.0,154700,5.2,54912,False
IBE_162,41.754615,-1.956701,A-15,2,Sufficient,measured,58,49,51.5,76.4,2,2,2,101000,106697,29844,28.0,70700,2.4,138912,False
IBE_163,42.118383,-1.747116,A-15,2,Sufficient,measured,58,49,51.5,76.4,2,2,2,101000,106697,29844,28.0,70700,2.4,138912,False
IBE_164,42.5204,-1.663028,A-15,2,Moderate,measured,58,49,51.5,76.4,2,2,2,101000,106697,29844,28.0,70700,2.4,138912,False
IBE_165,42.861608,-1.74497,A-15,2,Moderate,measured,58,49,51.5,76.4,2,2,2,101000,106697,29844,28.0,70700,2.4,138912,False
IBE_166,43.188049,-2.022413,A-15,2,Sufficient,measured,58,49,51.5,76.4,2,2,2,101000,106697,29844,28.0,70700,2.4,138912,False
IBE_167,43.265505,-1.961453,A-15,2,Sufficient,measured,58,49,51.5,76.4,2,2,2,101000,106697,29844,28.0,70700,2.4,138912,False
IBE_168,43.078798,-1.946901,A-15,2,Sufficient,measured,58,49,51.5,76.4,2,2,2,101000,106697,29844,28.0,70700,2.4,138912,False
IBE_169,42.786752,-1.657225,A-15,2,Moderate,measured,58,49,51.5,76.4,2,2,2,101000,106697,29844,28.0,70700,2.4,138912,False
IBE_170,42.622756,-1.108651,A-21,8,Sufficient,measured,264,223,58.6,86.9,2,5,8,334000,426787,154296,36.2,233800,1.5,849911,False
IBE_171,42.067981,-0.059927,A-22,5,Congested,unknown,148,125,52.5,78.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_172,41.833014,0.305313,A-22,5,Congested,unknown,148,125,52.5,78.0,2,3,5,305000,266742,92070,34.5,213500,2.3,433161,False
IBE_173,39.86606,-0.516204,A-23,3,Sufficient,measured,101,85,59.8,88.7,2,2,3,129000,160045,50586,31.6,90300,1.8,264995,False
IBE_174,40.086791,-0.72853,A-23,3,Congested,unknown,101,85,59.8,88.7,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_175,40.356862,-1.108635,A-23,3,Congested,unknown,101,85,59.8,88.7,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
IBE_176,40.671393,-1.105309,A-23,3,Congested,unknown,101,85,59.8,88.7,2,2,3,249000,160045,50586,31.6,174300,3.4,180995,False
